station_complex_id,station_complex,latitude,longitude,traffic_00,traffic_01,traffic_02,traffic_03,traffic_04,traffic_05,traffic_06,traffic_07,traffic_08,traffic_09,traffic_10,traffic_11,traffic_12,traffic_13,traffic_14,traffic_15,traffic_16,traffic_17,traffic_18,traffic_19,traffic_20,traffic_21,traffic_22,traffic_23
414,"Bowling Green (4,5)",40.70482,-74.01407,12.587475149105368,5.538659793814433,3.832752613240418,2.9901477832512313,4.074585635359116,14.24776119402985,36.46478873239437,63.96020321761219,86.52605459057072,62.358108108108105,45.687808896210875,51.96811120196239,63.09512195121951,70.84257748776508,95.89256865912762,137.83102040816325,182.218954248366,202.79459901800328,108.15668580803937,53.5326264274062,33.0940170940171,25.263840830449826,19.830901287553647,13.666364460562104
432,"Prospect Av (2,5)",40.819584,-73.90177,3.0028901734104045,2.282442748091603,1.9456140350877194,2.8407738095238093,5.868834080717488,15.174205967276228,25.14982269503546,39.50083752093802,32.004914004914006,23.01752921535893,18.336170212765957,16.97506234413965,17.044056525353284,20.009031198686372,26.77502001601281,29.858686616791356,29.678721614802356,24.8117048346056,14.880806310254163,10.223826714801444,8.167713004484305,7.633211678832117,5.4884937238493725,4.59675550405562
374,E 143 St-St Mary's St (6),40.80872,-73.90765,1.7224489795918367,1.4161490683229814,1.2673267326732673,1.3668639053254439,1.7266514806378133,4.782546494992847,7.247716894977169,11.743810548977395,8.920550847457626,6.417118093174431,5.579558652729385,5.5136094674556215,6.738789237668161,8.85357917570499,11.501041666666667,16.81744421906694,16.874,10.157232704402515,8.913494809688581,6.218181818181818,3.545741324921136,3.1121794871794872,2.3738938053097347,2.519906323185012
273,"Queens Plaza (E,M,R)",40.748974,-73.93724,6.602449888641425,3.8459119496855347,3.0017761989342806,3.088809946714032,3.86583850931677,10.104549854791868,23.468995633187774,51.960603520536466,94.99834574028122,82.19233903830481,57.45826645264847,57.38691437802908,59.63128038897893,61.1450443190975,83.86341463414634,114.8605220228385,103.76594027441485,108.98556535685645,68.37813765182186,46.826371826371826,33.94328607172644,26.96732588134136,19.155495978552278,11.530188679245283
34,53 St (R),40.64507,-74.01403,3.4869942196531793,2.7339246119733924,2.4420432220039294,3.493827160493827,7.041331802525832,20.94830659536542,37.81625441696113,70.4031587697423,64.17087062652563,42.984738955823296,33.022932022932025,26.320193081255027,26.334700574241182,29.18548387096774,32.39155158407799,35.56878519710378,36.25737051792829,37.059822150363786,27.252719665271968,19.750621375310686,14.357204486626403,9.453720508166969,8.313688212927756,6.522982635342186
628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710373,-74.00657,47.46748971193416,21.39858906525573,10.652935118434604,8.373589164785553,9.130850047755493,32.717550274223036,94.88113050706566,201.78657074340526,301.3931691818904,242.86257763975155,177.75382262996942,193.5516717325228,222.91435185185185,234.8732718894009,285.19675925925924,387.3213190184049,532.4510703363915,777.1821646341464,540.4520337682271,285.7544539116964,194.47727272727272,146.1885625965997,120.85990712074303,74.86833602584814
603,"149 St-Grand Concourse (2,4,5)",40.818375,-73.92735,7.179723502304148,3.532567049808429,2.940944881889764,4.0546875,8.014242115971516,15.569311246730601,30.25248344370861,51.23168789808917,49.47376788553259,33.71383147853736,29.5296,29.870047543581617,34.830112721417066,38.646031746031746,56.96810207336523,71.85830618892508,66.93036437246964,55.693795326349715,35.219917012448136,29.158794788273617,23.924029727497935,17.112349914236706,13.34479865771812,10.977031802120141
376,Brook Av (6),40.807568,-73.91924,2.6206896551724137,2.1802030456852792,2.2037533512064345,2.4952198852772467,4.638569604086846,12.303939962476548,17.882409177820268,32.262934690415605,33.32073887489505,19.067340067340066,14.857142857142858,14.248941574936495,13.967353951890034,17.12846347607053,23.98481012658228,25.360738255033556,26.21646859083192,21.73000859845228,14.378881987577639,10.405027932960893,8.277131782945736,6.138584247258225,5.447236180904523,3.6412884333821376
211,"Bedford Park Blvd (B,D)",40.873245,-73.88714,2.960122699386503,2.1771929824561402,2.0517241379310347,2.9186046511627906,6.75269872423945,16.81713780918728,33.62279966471081,50.26503164556962,44.02129337539432,23.31409727947238,18.2875605815832,15.973705834018077,16.531553398058254,20.31379025598679,23.734842360549717,25.582174979558463,21.611295681063122,19.863070539419088,13.668063704945515,9.449197860962567,8.151515151515152,7.349005424954792,6.671206225680934,4.111111111111111
460,33 St-Rawson St (7),40.744587,-73.931,3.940159574468085,2.6621848739495797,2.3172866520787747,2.458422174840085,3.751677852348993,5.739267015706806,6.52771855010661,12.388729703915951,14.892561983471074,14.236347358997314,20.721791559000863,29.912705272255835,38.63673805601318,43.08720456397718,76.1109243697479,94.66478190630049,81.06569343065694,72.38669950738917,36.05079100749376,28.84085106382979,26.310070671378092,22.411327762302694,10.271018793273987,6.4607645875251505
